PASTTRAN,PASTURE,TRANSECT,ORIGIN,ECOSITE,MESQSTAT,1994 Burn,2017 Burn,2018 Burn,SPECIES,YR1953,YR1954,YR1955,YR1956,YR1957,YR1958,YR1959,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1970,YR1975,YR1978,YR1981,YR1984,YR1991,YR1994,YR1997,YR2000,YR2003,YR2006,YR2009,YR2012,YR2015,YR2018,YR2021
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,BOHI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,BORO,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,CAAR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,CAER,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,CEFL,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,CEMI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,CEPA,-9999,-9999,-9999,-9999,0,4,3,3,0,0,1,1,1,0,19,5,5,0,26,45,15,17,37,40,61,65,63,55,70,93
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,COPA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,DICA,-9999,-9999,-9999,-9999,1,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,6,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ECHI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ENDE,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ENFR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,EPTR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ERCU,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ERIN,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ERIO,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ERLE,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,3,4,2,10,5,0,1,0,0,0,3
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ERPU,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ERWR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,FEWI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,FOSP,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,FRAM,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,GUSA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,14,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,HALA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,HASP,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,4
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,HECO,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,4,2,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,HIBE,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,HIBI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,JAGR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,KRGR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,KRPA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,LATR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,LECO,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,LEDU,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,LYAN,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,LYCI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,LYPA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,LYPH,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,LYTO,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,MAMM,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,MIBI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,MIDY,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,MUAR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,MUPO,-9999,-9999,-9999,-9999,7,8,6,2,3,0,1,1,0,0,1,-9999,-9999,-9999,1,0,3,3,1,1,1,1,1,1,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,OPAC,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,OPAR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,OPEN,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,1,19,20,11,13,0,1,2,6,5,21,13,11,15,25,35
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,OPFU,-9999,-9999,-9999,-9999,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,OPLE,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,OPSP,-9999,-9999,-9999,-9999,0,8,2,0,0,0,0,0,0,2,0,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,OPVE,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,OTHERPG,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,OTHSHRUB,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,PAMU,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,PECI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,PRVE,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,45,2,0,0,0,2,0,0,22,0,6
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,SEMA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,SIHY,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,SPOR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,YUEL,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ZIOB,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,01E,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",LIVE,NO,NO,NO,ZIPU,-9999,-9999,-9999,-9999,0,8,6,6,2,3,8,5,2,0,2,12,1,1,6,23,7,6,9,1,4,11,4,5,4,7
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ACAN,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ACCO,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ACGR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,AGAV,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ALWR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ANBA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ANTH,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,APTE,-9999,-9999,-9999,-9999,57,111,32,109,68,82,104,125,143,270,25,34,113,191,318,178,139,53,35,29,8,10,14,44,65,176
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ARIS,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,1,-9999,-9999,-9999,2,6,4,0,0,0,1,2,0,0,0,3
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ATCA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ATCO,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,BABR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,BACC,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,BARA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,BASA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,BOCH,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,BOCU,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,BOER,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,BOFI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,BOHI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,BORO,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,CAAR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,CAER,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,CEFL,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,CEMI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,CEPA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,COPA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,DICA,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,1,-9999,-9999,-9999,0,5,3,0,0,1,0,0,1,0,0,3
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ECHI,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ENDE,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ENFR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,EPTR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ERCU,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ERIN,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ERIO,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ERLE,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,20,20,11,15,13,2,0,0,1,0,1
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ERPU,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0
326,3,01W,FSRM 1706-09,"Sandy Loam Upland, MLRA 40-1, 10-13"" Pz",DEAD,NO,NO,NO,ERWR,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
