system:index,AFGC,BG,BUFF_DIST,LTR,NAME,OBJECTID,OBJECTID_1,ORIG_FID,PFGC,POINT_X,POINT_Y,SHR,Shape_Area,Shape_Leng,TREE
1984_00000000000000000000,4.355769231,40.49038462,10,16,A1,1,1,0,14.16346154,326179.47,3609704.25,13.46153846,314.1592654,62.83185307,2
1984_00000000000000000001,4,40,10,16,A2,2,2,1,14,325703.75,3610513.75,14,314.1592654,62.83185307,2
1984_00000000000000000002,3.380952381,39.38095238,10,13.19047619,A3,3,3,2,18.61904762,325294.19,3611172.5,12,314.1592654,62.83185307,1.80952381
1984_00000000000000000003,3.304761905,37.54285714,10,17.84761905,A4,4,4,3,17,324892.94,3611829,12.3047619,314.1592654,62.83185307,2
1984_00000000000000000004,3.495327103,35.6635514,10,16.5046729,A5,5,5,4,16.20560748,324614.94,3612522.75,11.65420561,314.1592654,62.83185307,2
1984_00000000000000000005,4,60,10,15,AR4,6,6,5,10,327132.78,3609736.25,10,314.1592654,62.83185307,1
1984_00000000000000000006,6.361904762,36.08571429,10,15,AR5,7,7,6,19.27619048,327304.81,3609996.25,10.63809524,314.1592654,62.83185307,1
1984_00000000000000000007,6.452830189,36.35849057,10,15,AR6,8,8,7,19.09433962,327303.5,3610006.75,10.54716981,314.1592654,62.83185307,1
1984_00000000000000000008,5.046296296,40.23148148,10,16,B1,9,9,8,13.90740741,327171.69,3608487.5,12.31481481,314.1592654,62.83185307,2
1984_00000000000000000009,3.36,37.13,10,14.05,B2,10,10,9,25.93,327724.44,3607974.75,7.68,314.1592654,62.83185307,2
1984_0000000000000000000a,3.098039216,37.42156863,10,16.34313725,B3,11,11,10,17.87254902,328293.22,3607462.75,10.49019608,314.1592654,62.83185307,1.441176471
1984_0000000000000000000b,5.594059406,36.17821782,10,14.78217822,B4,12,12,11,30.5049505,328874.13,3606967.25,6.247524752,314.1592654,62.83185307,2
1984_0000000000000000000c,8.093457944,33.44859813,10,17.26168224,B5,13,13,12,22.20560748,329448.84,3606450,8.869158879,314.1592654,62.83185307,1.130841121
1984_0000000000000000000d,5,38.28846154,10,17.375,AR1,14,14,13,18.625,327197.75,3615735,11,314.1592654,62.83185307,2.461538462
1984_0000000000000000000e,4.857142857,40.32380952,10,16.13333333,AR2,15,15,14,19.25714286,327372.94,3615637.25,10.66666667,314.1592654,62.83185307,2
1984_0000000000000000000f,4.886792453,42.41509434,10,16.33962264,AR3,16,16,15,18.41509434,327532.56,3615636.25,9.245283019,314.1592654,62.83185307,1.886792453
1984_00000000000000000010,2.62037037,38.72222222,10,14.14814815,B2A,17,17,16,24.30555556,327382.59,3607655,8.203703704,314.1592654,62.83185307,2.5
1984_00000000000000000011,7,51,10,17,G1,18,18,17,8,336026,3610606.5,6,314.1592654,62.83185307,0
1984_00000000000000000012,5.704761905,34.35238095,10,15.35238095,G2,19,19,18,25,335366,3611003.5,8.352380952,314.1592654,62.83185307,1
1984_00000000000000000013,5.552380952,28.79047619,10,14.44761905,G3,20,20,19,25,334765.34,3611493.5,9.552380952,314.1592654,62.83185307,1
1984_00000000000000000014,3.126213592,53.36893204,10,15,G4,21,21,20,13,334101.44,3612017.75,9.126213592,314.1592654,62.83185307,1
1984_00000000000000000015,6.490384615,35,10,15,G5,22,22,21,22,333466.06,3612496,10,314.1592654,62.83185307,2
1984_00000000000000000016,4.768518519,28.5,10,15.50925926,G6,23,23,22,21.25,334698.59,3611540.5,9.490740741,314.1592654,62.83185307,1
1984_00000000000000000017,4.480392157,39.91176471,10,13.93137255,H1,24,24,23,25.29411765,331394.97,3604060.75,7.490196078,314.1592654,62.83185307,1.960784314
1984_00000000000000000018,7.67961165,32.76699029,10,17,H2,25,25,24,20.40776699,330748.53,3604424.25,8.582524272,314.1592654,62.83185307,1.45631068
1984_00000000000000000019,3,36,10,14,H3,26,26,25,24,330060.66,3604846,9,314.1592654,62.83185307,2
1984_0000000000000000001a,4,32.46153846,10,16.46153846,I1,27,27,26,14.53846154,336726.47,3609333,11,314.1592654,62.83185307,2
1984_0000000000000000001b,5.740384615,41.03846154,10,12.25961538,I2,28,28,27,14.22115385,336718.44,3608553.75,7.740384615,314.1592654,62.83185307,1.259615385
1984_0000000000000000001c,7.971428571,35.06666667,10,16.99047619,I4,29,29,28,21,336706.31,3607070,8.980952381,314.1592654,62.83185307,2.019047619
1984_0000000000000000001d,6,40.04761905,10,14.04761905,I5,30,30,29,20.95238095,335736.72,3607075.25,8.952380952,314.1592654,62.83185307,1
1984_0000000000000000001e,3.336448598,42.5046729,10,14.79439252,I6,31,31,30,23.75700935,334710.81,3607882,7.336448598,314.1592654,62.83185307,2.074766355
1984_0000000000000000001f,3.528301887,38.47169811,10,14.26415094,I7,32,32,31,25,334615.63,3607954.75,8.735849057,314.1592654,62.83185307,2
1984_00000000000000000020,4.029126214,40.05825243,10,15.97087379,J1,33,33,32,24.88349515,334722.88,3605398.5,5,314.1592654,62.83185307,2
1984_00000000000000000021,4,41.72222222,10,14.11111111,J12,34,34,33,23.11111111,334751.78,3605416,6,314.1592654,62.83185307,3
1984_00000000000000000022,6,34.73529412,10,13.32352941,J22,35,35,34,23.32352941,338148.06,3608209.75,10.64705882,314.1592654,62.83185307,2.323529412
1984_00000000000000000023,17.11428571,46.04761905,10,12.81904762,I3,36,36,35,15.8952381,336722.16,3607823.5,2.019047619,314.1592654,62.83185307,0
1984_00000000000000000024,5,36.36538462,10,15.89423077,J8,37,37,36,21.52884615,335993.91,3605139,8.211538462,314.1592654,62.83185307,2.894230769
1984_00000000000000000025,4.27184466,30.6407767,10,14,J9,38,38,37,30.90291262,338152.78,3608089.5,8.45631068,314.1592654,62.83185307,2.72815534
1984_00000000000000000026,5,38,10,19,K1,39,39,38,28,337143.5,3610971.5,7,314.1592654,62.83185307,0
1984_00000000000000000027,5.761904762,41.72380952,10,15.4952381,K3,40,40,39,13.68571429,337971.28,3612407,6.885714286,314.1592654,62.83185307,1.866666667
1984_00000000000000000028,5.252427184,26.48543689,10,16,K4,41,41,40,23.25242718,338352.69,3613102.5,12.25242718,314.1592654,62.83185307,2
1984_00000000000000000029,10,38,10,14,L1,42,42,41,12,337528.59,3609797.5,7,314.1592654,62.83185307,1
1984_0000000000000000002a,6.019047619,50.94285714,10,16.01904762,L2,43,43,42,10.98095238,338305.66,3609395.5,5.038095238,314.1592654,62.83185307,0.038095238
1984_0000000000000000002b,8,41,10,15,L3,44,44,43,12,339007.22,3608934.5,7,314.1592654,62.83185307,2
1984_0000000000000000002c,8.064814815,40.5462963,10,15,L3A,45,45,44,12,339007.25,3608933,7.064814815,314.1592654,62.83185307,2
1984_0000000000000000002d,6,40,10,14,L4,46,46,45,15,339762.38,3608544,8,314.1592654,62.83185307,1
1984_0000000000000000002e,7.326732673,42.32673267,10,14.35643564,L5,47,47,46,14.64356436,340537.59,3608156.5,7.01980198,314.1592654,62.83185307,0.336633663
1984_0000000000000000002f,4.819047619,34.39047619,10,17.61904762,M5,48,48,47,22.43809524,335475.59,3595839,9.114285714,314.1592654,62.83185307,1
1984_00000000000000000030,3.257142857,36.25714286,10,17,M6,49,49,48,18.4,335473.88,3595795.75,12.35238095,314.1592654,62.83185307,1.123809524
1984_00000000000000000031,5,25.66666667,10,15,MG1,50,50,49,21.66666667,336305.13,3615267.75,13.83333333,314.1592654,62.83185307,1.944444444
1984_00000000000000000032,6.754716981,48,10,15.37735849,MG2,51,51,50,15.37735849,335301.34,3615593,3.867924528,314.1592654,62.83185307,0
1984_00000000000000000033,8.019047619,45.97142857,10,15,MG3,52,52,51,12.03809524,334797.41,3615967.25,3.99047619,314.1592654,62.83185307,1
1984_00000000000000000034,6.114285714,30.74285714,10,15,MG4,53,53,52,24.45714286,335199.63,3616775,13,314.1592654,62.83185307,2.771428571
1984_00000000000000000035,6.097087379,41.80582524,10,15,MG5,54,54,53,15,335971.13,3616765,11,314.1592654,62.83185307,2.097087379
1984_00000000000000000036,5,42.3047619,10,13.3047619,MG6,55,55,54,14,335318.25,3615722.5,11,314.1592654,62.83185307,3
1984_00000000000000000037,3,56,10,14,MG7,56,56,55,10,335951.25,3616875,9,314.1592654,62.83185307,2
1984_00000000000000000038,2.077669903,39.15533981,10,15.84466019,N1,57,57,56,20,336268.63,3601864.75,10.9223301,314.1592654,62.83185307,2
1984_00000000000000000039,7.320754717,44.64150943,10,17,N3,58,58,57,13.64150943,337178.88,3604610.25,12.35849057,314.1592654,62.83185307,2
1984_0000000000000000003a,6.018867925,47.21698113,10,15,N3A,59,59,58,16.73584906,337122.53,3604629.5,10,314.1592654,62.83185307,1
1984_0000000000000000003b,4.457142857,43.03809524,10,14.54285714,N4,60,60,59,17.71428571,336329.19,3601793,10.98095238,314.1592654,62.83185307,1.457142857
1984_0000000000000000003c,4.653846154,48.69230769,10,15.69230769,N5,61,61,60,14,336467.53,3602587.75,10.65384615,314.1592654,62.83185307,1.346153846
1984_0000000000000000003d,6,48.51376147,10,14.78899083,N6,62,62,61,16.65137615,336891.38,3603909,8.23853211,314.1592654,62.83185307,1
1984_0000000000000000003e,9.259615385,37.16346154,10,16.29807692,P1,63,63,62,13.64423077,343184.94,3604709.25,6.25,314.1592654,62.83185307,2.644230769
1984_0000000000000000003f,6.368932039,27.65048544,10,15.39805825,P2,64,64,63,32.7184466,342893.94,3604024.25,9.359223301,314.1592654,62.83185307,2
1984_00000000000000000040,5,34.0952381,10,17,P3,65,65,64,20.04761905,342794.59,3603173.25,12.04761905,314.1592654,62.83185307,2
1984_00000000000000000041,5.373831776,30.94392523,10,17.81308411,P4,66,66,65,24.37383178,342643.69,3602441.25,12.78504673,314.1592654,62.83185307,2
1984_00000000000000000042,4.376146789,25.88073394,10,15.31192661,P5,67,67,66,34.68807339,342204.19,3603572.75,10.18348624,314.1592654,62.83185307,2.311926606
1984_00000000000000000043,3,39.55963303,10,16.37614679,PBR1,68,68,67,17.37614679,330867.28,3610028,12,314.1592654,62.83185307,1.311926606
1984_00000000000000000044,2.961538462,33.07692308,10,15.03846154,PBR2,69,69,68,22,330734.75,3609997.25,10.03846154,314.1592654,62.83185307,2
1984_00000000000000000045,8,40,10,13,PSG1,70,70,69,14,337922.06,3612159.25,7,314.1592654,62.83185307,2
1984_00000000000000000046,6,41.32038835,10,14.10679612,PSG10,71,71,70,13.78640777,338073.91,3612393,8,314.1592654,62.83185307,1
1984_00000000000000000047,5.394230769,42.38461538,10,15.47115385,PSG11,72,72,71,16.10576923,338095.53,3612403.75,6.673076923,314.1592654,62.83185307,1.461538462
1984_00000000000000000048,6,45.96153846,10,15,PSG12,73,73,72,13.03846154,338097.59,3612449.5,6.240384615,314.1592654,62.83185307,1.240384615
1984_00000000000000000049,7.564356436,39.21782178,10,15,PSG13,74,74,73,12.43564356,337868.84,3612362.75,7,314.1592654,62.83185307,2
1984_0000000000000000004a,7.165048544,36,10,14.75728155,PSG14,75,75,74,13.14563107,338061.16,3612043.5,6.165048544,314.1592654,62.83185307,3
1984_0000000000000000004b,6.225490196,41.64705882,10,13.88235294,PSG2,76,76,75,15.12745098,337936.63,3612171.25,7.303921569,314.1592654,62.83185307,2
1984_0000000000000000004c,6.466019417,42.34951456,10,14.95145631,PSG3,77,77,76,14.49514563,337967.75,3612225,7.805825243,314.1592654,62.83185307,1.223300971
1984_0000000000000000004d,6.99047619,44,10,15.00952381,PSG4,78,78,77,11.02857143,337954.13,3612239.5,8,314.1592654,62.83185307,1.99047619
1984_0000000000000000004e,6.342857143,44.1047619,10,15.94285714,PSG5,79,79,78,13.15238095,337984.09,3612262,7.495238095,314.1592654,62.83185307,1.704761905
1984_0000000000000000004f,6,45,10,16,PSG6,80,80,79,13,337977.78,3612278.75,7,314.1592654,62.83185307,2
1984_00000000000000000050,6,40.26666667,10,15,PSG7,81,81,80,14.86666667,338023.25,3612335.75,6,314.1592654,62.83185307,2
1984_00000000000000000051,5.923076923,41.01923077,10,14.94230769,PSG8,82,82,81,14.51923077,338037.78,3612344.75,6.673076923,314.1592654,62.83185307,2
1984_00000000000000000052,6,42.98058252,10,14.32038835,PSG9,83,83,82,12.33980583,338055.66,3612404.75,8,314.1592654,62.83185307,1
1984_00000000000000000053,9.836363636,35.83636364,10,13.83636364,R1,84,84,83,25.32727273,338167.72,3608027.5,7.672727273,314.1592654,62.83185307,0
1984_00000000000000000054,6.598039216,51.40196078,10,13.40196078,R2,85,85,84,13.19607843,338958.28,3606602.75,5.401960784,314.1592654,62.83185307,0
1984_00000000000000000055,5.786407767,47,10,11.78640777,R3,86,86,85,11.78640777,338952.66,3605865.5,6.213592233,314.1592654,62.83185307,2
1984_00000000000000000056,12,100,10,19,R4,87,87,86,0,338668.31,3605148,0,314.1592654,62.83185307,0
1984_00000000000000000057,5,21.88461538,10,14,S1,88,88,87,31.16346154,356579.41,3605747.75,9.557692308,314.1592654,62.83185307,2.278846154
1984_00000000000000000058,4.980769231,18.90384615,10,15,S2,89,89,88,21,356549.69,3605796.75,12.98076923,314.1592654,62.83185307,9.038461538
1984_00000000000000000059,2.736363636,14.73636364,10,13.20909091,S3,90,90,89,35.79090909,352228.28,3616644,13,314.1592654,62.83185307,2.736363636
1984_0000000000000000005a,2.038095238,18.34285714,10,13.24761905,S4,91,91,90,34.20952381,352246.03,3616642.5,11.66666667,314.1592654,62.83185307,2.647619048
1984_0000000000000000005b,2.277777778,15.72222222,10,13.72222222,S5,92,92,91,34.11111111,352505,3616572.75,12.16666667,314.1592654,62.83185307,3.722222222
1984_0000000000000000005c,3.615384615,16.61538462,10,14,S6,93,93,92,26.46153846,353207.41,3616353.5,11.61538462,314.1592654,62.83185307,7.076923077
1984_0000000000000000005d,6,39.94230769,10,15.02884615,T1,94,94,93,21.02884615,329557.25,3621028.25,9.057692308,314.1592654,62.83185307,2.028846154
1984_0000000000000000005e,7.908256881,37.17431193,10,14.95412844,T10,95,95,94,23.57798165,334791.31,3613537.25,8.963302752,314.1592654,62.83185307,0.04587156
1984_0000000000000000005f,4.990291262,36.39805825,10,14.66990291,T11,96,96,95,19.00970874,333677.28,3615709.5,11.00970874,314.1592654,62.83185307,1.815533981
1984_00000000000000000060,5,41.00970874,10,14,T2,97,97,96,20.82524272,329806.31,3621462,10.16504854,314.1592654,62.83185307,1
1984_00000000000000000061,7.980582524,32.9223301,10,14.98058252,T3,98,98,97,20.98058252,330570.25,3621158,11.01941748,314.1592654,62.83185307,1
1984_00000000000000000062,4.844660194,38.06796117,10,15.24271845,T4,99,99,98,20.87378641,331390.06,3621068,11.38834951,314.1592654,62.83185307,1.601941748
1984_00000000000000000063,4,27.91346154,10,17,T5,100,100,99,21.91346154,331805.53,3620063,14.91346154,314.1592654,62.83185307,2
1984_00000000000000000064,5.586538462,23.125,10,16.15384615,T6,101,101,100,22.18269231,332041.84,3619440.75,12.58653846,314.1592654,62.83185307,2.240384615
1984_00000000000000000065,15.5754717,44.61320755,10,12.4245283,T7,102,102,101,17.29245283,335668.25,3611183.5,4.330188679,314.1592654,62.83185307,0.377358491
1984_00000000000000000066,6.466019417,39.2038835,10,14.50485437,T8,103,103,102,20.89320388,334990.53,3611828.5,7.834951456,314.1592654,62.83185307,0.640776699
1984_00000000000000000067,4,28.32692308,10,14,T9,104,104,103,17.59615385,334568.41,3612037.75,12.34615385,314.1592654,62.83185307,1
1984_00000000000000000068,3.132075472,37.71698113,10,16.59433962,U1,105,105,104,20.1509434,334869.69,3604543,10.69811321,314.1592654,62.83185307,1.650943396
1984_00000000000000000069,6,30,10,15,U2,106,106,105,22,334877.06,3603779.25,13,314.1592654,62.83185307,1
1984_0000000000000000006a,7.240740741,31.08333333,10,16.69444444,U3,107,107,106,25.69444444,334457.69,3603496.5,10.81481481,314.1592654,62.83185307,0.925925926
1984_0000000000000000006b,7.87037037,31.58333333,10,15,U4,108,108,107,24,334884.56,3602798,7.935185185,314.1592654,62.83185307,1.935185185
1984_0000000000000000006c,4.39047619,48.39047619,10,15.39047619,U5,109,109,108,14.39047619,335279.25,3602140,8.60952381,314.1592654,62.83185307,1.39047619
1984_0000000000000000006d,5,47,10,13,V1,110,110,109,9,343235.81,3609046.5,7,314.1592654,62.83185307,2
1984_0000000000000000006e,7.485714286,43,10,15.17142857,V2,111,111,110,9.342857143,344643.06,3608392.75,5.514285714,314.1592654,62.83185307,2
1984_0000000000000000006f,8,34,10,14,V4,112,112,111,22,345433.28,3608622.5,9,314.1592654,62.83185307,2
1984_00000000000000000070,6.980769231,34.88461538,10,15,V5,113,113,112,17.29807692,346098.44,3608337,8.875,314.1592654,62.83185307,2.375
1984_00000000000000000071,6.371428571,58.13333333,10,15.12380952,V6,114,114,113,6.876190476,346756.28,3608042.5,2,314.1592654,62.83185307,1.123809524
1984_00000000000000000072,5.733333333,45.01904762,10,15.23809524,V3,115,115,114,11.01904762,345338.81,3608621.75,7.142857143,314.1592654,62.83185307,1.523809524
1984_00000000000000000073,4,35.04807692,10,17,Y1,116,116,115,17,336628.91,3596936,12,314.1592654,62.83185307,2
1984_00000000000000000074,4.037037037,36.07407407,10,16.96296296,Y2,117,117,116,17.01851852,336642.34,3596937.25,11.92592593,314.1592654,62.83185307,1.981481481
1984_00000000000000000075,8,38.16346154,10,13.43269231,Y3,118,118,117,12.43269231,340070.69,3609672.75,5.567307692,314.1592654,62.83185307,2.567307692
1984_00000000000000000076,8,22.09174312,10,13.42201835,Y7,119,119,118,23.94495413,340018,3609540.5,8.899082569,314.1592654,62.83185307,2.743119266
1984_00000000000000000077,10,40.39252336,10,15.59813084,K2,120,120,119,10.70093458,337585.6609,3611671.532,6.401869159,314.1592654,62.83185307,1.700934579
1984_00000000000000000078,3.524271845,52.84466019,10,14.45631068,PBR4,121,121,120,15.87378641,331398.1926,3611265.662,9.145631068,314.1592654,62.83185307,1
1984_00000000000000000079,3,53.8627451,10,13.56862745,PBR3,122,122,121,14.56862745,331390.403,3611091.657,9.284313725,314.1592654,62.83185307,1
1985_00000000000000000000,3.355769231,42.16346154,10,14.18269231,A1,1,1,0,21.67307692,326179.47,3609704.25,8.971153846,314.1592654,62.83185307,1.769230769
1985_00000000000000000001,4,33,10,13,A2,2,2,1,23,325703.75,3610513.75,11,314.1592654,62.83185307,2
1985_00000000000000000002,6,35.61904762,10,13.61904762,A3,3,3,2,26.23809524,325294.19,3611172.5,9.761904762,314.1592654,62.83185307,1
1985_00000000000000000003,7.695238095,35.3047619,10,11.3047619,A4,4,4,3,20.15238095,324892.94,3611829,12.6952381,314.1592654,62.83185307,1
1985_00000000000000000004,5.504672897,31.8411215,10,12.64485981,A5,5,5,4,23.95327103,324614.94,3612522.75,10.89719626,314.1592654,62.83185307,0.551401869
1985_00000000000000000005,3,46,10,15,AR4,6,6,5,18,327132.78,3609736.25,10,314.1592654,62.83185307,2
1985_00000000000000000006,2.638095238,50.8952381,10,14.63809524,AR5,7,7,6,16.91428571,327304.81,3609996.25,8.638095238,314.1592654,62.83185307,2
1985_00000000000000000007,2.547169811,51.62264151,10,14.54716981,AR6,8,8,7,16.64150943,327303.5,3610006.75,8.547169811,314.1592654,62.83185307,2
1985_00000000000000000008,6.907407407,28.85185185,10,13.68518519,B1,9,9,8,26.19444444,327171.69,3608487.5,10,314.1592654,62.83185307,1
1985_00000000000000000009,5.74,23.35,10,13.6,B2,10,10,9,26.3,327724.44,3607974.75,9.59,314.1592654,62.83185307,1
1985_0000000000000000000a,4.656862745,34.31372549,10,13.68627451,B3,11,11,10,29.84313725,328293.22,3607462.75,7.343137255,314.1592654,62.83185307,0.245098039
1985_0000000000000000000b,5.693069307,25.41584158,10,12.58415842,B4,12,12,11,32.75247525,328874.13,3606967.25,7.366336634,314.1592654,62.83185307,1
1985_0000000000000000000c,6.112149533,38.39252336,10,14.11214953,B5,13,13,12,22.98130841,329448.84,3606450,8.626168224,314.1592654,62.83185307,1.757009346
1985_0000000000000000000d,3.423076923,49.45192308,10,10.71153846,AR1,14,14,13,10.96153846,327197.75,3615735,12.875,314.1592654,62.83185307,6.961538462
1985_0000000000000000000e,4.104761905,49.37142857,10,11.24761905,AR2,15,15,14,11,327372.94,3615637.25,12.76190476,314.1592654,62.83185307,6.761904762
1985_0000000000000000000f,4.283018868,47.28301887,10,11.8490566,AR3,16,16,15,12.03773585,327532.56,3615636.25,12,314.1592654,62.83185307,4.924528302
1985_00000000000000000010,5.138888889,23.00925926,10,13.7962963,B2A,17,17,16,24.06481481,327382.59,3607655,10.93518519,314.1592654,62.83185307,1.138888889
1985_00000000000000000011,3,41,10,9,G1,18,18,17,14,336026,3610606.5,9,314.1592654,62.83185307,1
1985_00000000000000000012,2,32.35238095,10,11.64761905,G2,19,19,18,17.2952381,335366,3611003.5,13,314.1592654,62.83185307,2
1985_00000000000000000013,3.895238095,39.8952381,10,12,G3,20,20,19,16,334765.34,3611493.5,12,314.1592654,62.83185307,2
1985_00000000000000000014,5,43.87378641,10,12.12621359,G4,21,21,20,16.87378641,334101.44,3612017.75,11.12621359,314.1592654,62.83185307,1.126213592
1985_00000000000000000015,3,53.98076923,10,10,G5,22,22,21,8.019230769,333466.06,3612496,13.98076923,314.1592654,62.83185307,3.490384615
1985_00000000000000000016,3.481481481,34.33333333,10,10.25925926,G6,23,23,22,18.4537037,334698.59,3611540.5,11.00925926,314.1592654,62.83185307,1.990740741
1985_00000000000000000017,5.960784314,31.60784314,10,12.96078431,H1,24,24,23,26.40196078,331394.97,3604060.75,8.578431373,314.1592654,62.83185307,1
1985_00000000000000000018,6.893203883,30.93203883,10,12.5631068,H2,25,25,24,22.36893204,330748.53,3604424.25,10.72815534,314.1592654,62.83185307,1.640776699
1985_00000000000000000019,5,36,10,12,H3,26,26,25,23,330060.66,3604846,10,314.1592654,62.83185307,2
1985_0000000000000000001a,1,32.92307692,10,11,I1,27,27,26,14.30769231,336726.47,3609333,13.07692308,314.1592654,62.83185307,2.538461538
1985_0000000000000000001b,3.740384615,38.25961538,10,10.25961538,I2,28,28,27,16.48076923,336718.44,3608553.75,9,314.1592654,62.83185307,1
1985_0000000000000000001c,8.038095238,30.91428571,10,12,I4,29,29,28,20.01904762,336706.31,3607070,11.99047619,314.1592654,62.83185307,2.99047619
1985_0000000000000000001d,5,38.14285714,10,11.95238095,I5,30,30,29,21.95238095,335736.72,3607075.25,10,314.1592654,62.83185307,2
1985_0000000000000000001e,2.130841121,32.56074766,10,11.07476636,I6,31,31,30,16.45794393,334710.81,3607882,13.13084112,314.1592654,62.83185307,2.205607477
1985_0000000000000000001f,4.735849057,25.26415094,10,12.73584906,I7,32,32,31,18.47169811,334615.63,3607954.75,13,314.1592654,62.83185307,2
1985_00000000000000000020,6,31.05825243,10,10.97087379,J1,33,33,32,21.97087379,334722.88,3605398.5,12,314.1592654,62.83185307,2.029126214
1985_00000000000000000021,5,33,10,12,J12,34,34,33,21,334751.78,3605416,11,314.1592654,62.83185307,2
1985_00000000000000000022,6.647058824,22.05882353,10,12.32352941,J22,35,35,34,30.17647059,338148.06,3608209.75,9.382352941,314.1592654,62.83185307,1.676470588
1985_00000000000000000023,0.676190476,13.8952381,10,11.13333333,I3,36,36,35,35.14285714,336722.16,3607823.5,8.171428571,314.1592654,62.83185307,0
1985_00000000000000000024,3.894230769,33,10,12.21153846,J8,37,37,36,27.21153846,335993.91,3605139,8,314.1592654,62.83185307,1.894230769
1985_00000000000000000025,5,21.00970874,10,11.54368932,J9,38,38,37,26.53398058,338152.78,3608089.5,8.45631068,314.1592654,62.83185307,1.72815534
1985_00000000000000000026,1,4,10,8,K1,39,39,38,39,337143.5,3610971.5,11,314.1592654,62.83185307,0
1985_00000000000000000027,6.523809524,34.22857143,10,10.4952381,K3,40,40,39,20.94285714,337971.28,3612407,10.19047619,314.1592654,62.83185307,1.933333333
1985_00000000000000000028,3,37.99029126,10,11.74757282,K4,41,41,40,13,338352.69,3613102.5,12.74757282,314.1592654,62.83185307,5
1985_00000000000000000029,6,35,10,9,L1,42,42,41,17,337528.59,3609797.5,9,314.1592654,62.83185307,0
1985_0000000000000000002a,5,36.94285714,10,9.019047619,L2,43,43,42,19,338305.66,3609395.5,9,314.1592654,62.83185307,1
1985_0000000000000000002b,1,15,10,14,L3,44,44,43,35,339007.22,3608934.5,8,314.1592654,62.83185307,0
1985_0000000000000000002c,1.12962963,16.36111111,10,13.80555556,L3A,45,45,44,34.09259259,339007.25,3608933,8.064814815,314.1592654,62.83185307,0.064814815
1985_0000000000000000002d,1,34,10,12,L4,46,46,45,19,339762.38,3608544,9,314.1592654,62.83185307,0
1985_0000000000000000002e,1.99009901,39.30693069,10,8.663366337,L5,47,47,46,16.68316832,340537.59,3608156.5,9,314.1592654,62.83185307,0.326732673
1985_0000000000000000002f,6.2,35.85714286,10,9.933333333,M5,48,48,47,11.81904762,335475.59,3595839,12.18095238,314.1592654,62.83185307,3.114285714
1985_00000000000000000030,7.857142857,35.97142857,10,10,M6,49,49,48,11.37142857,335473.88,3595795.75,12.13333333,314.1592654,62.83185307,4
1985_00000000000000000031,1,29,10,11.05555556,MG1,50,50,49,17.83333333,336305.13,3615267.75,12.11111111,314.1592654,62.83185307,2
1985_00000000000000000032,0.622641509,37.50943396,10,10.75471698,MG2,51,51,50,17,335301.34,3615593,9.245283019,314.1592654,62.83185307,0
1985_00000000000000000033,3,28.97142857,10,10.00952381,MG3,52,52,51,18.01904762,334797.41,3615967.25,8.99047619,314.1592654,62.83185307,0
1985_00000000000000000034,6.228571429,9.228571429,10,13,MG4,53,53,52,19.2,335199.63,3616775,11.22857143,314.1592654,62.83185307,2
1985_00000000000000000035,2.194174757,17.90291262,10,10.09708738,MG5,54,54,53,16.29126214,335971.13,3616765,14,314.1592654,62.83185307,1
1985_00000000000000000036,0,26,10,12.39047619,MG6,55,55,54,16.78095238,335318.25,3615722.5,13.3047619,314.1592654,62.83185307,1
1985_00000000000000000037,2,33,10,10,MG7,56,56,55,14,335951.25,3616875,12,314.1592654,62.83185307,2
1985_00000000000000000038,10.23300971,44.9223301,10,9,N1,57,57,56,12.9223301,336268.63,3601864.75,8.922330097,314.1592654,62.83185307,2
1985_00000000000000000039,5.679245283,39,10,12.64150943,N3,58,58,57,21.64150943,337178.88,3604610.25,9.358490566,314.1592654,62.83185307,2
1985_0000000000000000003a,4.066037736,43.06603774,10,12.93396226,N3A,59,59,58,16.16981132,337122.53,3604629.5,10.91509434,314.1592654,62.83185307,1.981132075
1985_0000000000000000003b,11.35238095,47.24761905,10,9.914285714,N4,60,60,59,10,336329.19,3601793,9.647619048,314.1592654,62.83185307,2
1985_0000000000000000003c,8,39,10,9.653846154,N5,61,61,60,11.69230769,336467.53,3602587.75,11.65384615,314.1592654,62.83185307,1.346153846
1985_0000000000000000003d,5.266055046,47.95412844,10,9.458715596,N6,62,62,61,11.2293578,336891.38,3603909,11.29357798,314.1592654,62.83185307,1.541284404
1985_0000000000000000003e,2.442307692,27.20192308,10,11.69230769,P1,63,63,62,21.98076923,343184.94,3604709.25,8.961538462,314.1592654,62.83185307,2.480769231
1985_0000000000000000003f,4.72815534,12.57281553,10,11.74757282,P2,64,64,63,39.72815534,342893.94,3604024.25,11.52427184,314.1592654,62.83185307,3.398058252
1985_00000000000000000040,4,33.80952381,10,12.9047619,P3,65,65,64,22,342794.59,3603173.25,12,314.1592654,62.83185307,2.047619048
1985_00000000000000000041,3.934579439,29.52336449,10,12.5046729,P4,66,66,65,20.8317757,342643.69,3602441.25,11.61682243,314.1592654,62.83185307,3.261682243
1985_00000000000000000042,6.688073394,21.55963303,10,12.93577982,P5,67,67,66,34.76146789,342204.19,3603572.75,7.247706422,314.1592654,62.83185307,4
1985_00000000000000000043,2.688073394,36.62385321,10,12.68807339,PBR1,68,68,67,19,330867.28,3610028,10.31192661,314.1592654,62.83185307,1
